country,points,price,province,region_1,taster_name,title,variety,winery
Italy,87,NA,Tuscany,Toscana,NA,Castello di Poppiano 2007 Syrah (Toscana),Syrah,Castello di Poppiano
US,91,150,California,Napa Valley,Virginie Boone,Shah Estate 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Shah Estate
US,92,40,California,Amador County,Jim Gordon,Renwood 2012 Merida Del Part Vineyard Zinfandel (Amador County),Zinfandel,Renwood
Mexico,84,23,Valle de Guadalupe,NA,Michael Schachner,Monte Xanic 2009 Cabernet Sauvignon (Valle de Guadalupe),Cabernet Sauvignon,Monte Xanic
France,87,15,Provence,Côtes de Provence,Roger Voss,Domaine de la Sanglière 2010 Signature White (Côtes de Provence),White Blend,Domaine de la Sanglière
US,88,45,California,Sonoma County,Virginie Boone,Tank Garage 2015 Take It Easy Red (Sonoma County),Red Blend,Tank Garage
Chile,89,14,Casablanca Valley,NA,Michael Schachner,Casas del Bosque 2008 Gran Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Casas del Bosque
Austria,87,20,Thermenregion,NA,Roger Voss,Johanneshof Reinisch 2010 Pinot Noir (Thermenregion),Pinot Noir,Johanneshof Reinisch
Spain,88,16,Northern Spain,Cariñena,Michael Schachner,Viñedos y Bodegas Pablo 2010 Menguante Garnacha (Cariñena),Garnacha,Viñedos y Bodegas Pablo
US,90,32,New York,North Fork of Long Island,Anna Lee C. Iijima,The Grapes of Roth 2015 Virgin Berry Dry Riesling (North Fork of Long Island),Riesling,The Grapes of Roth
US,87,22,Oregon,Willamette Valley,Paul Gregutt,Ponzi 2015 Pinot Noir Rosé (Willamette Valley),Rosé,Ponzi
US,88,36,Washington,Columbia Valley (WA),Sean P. Sullivan,Chateau Ste. Michelle 2014 Ethos Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
US,90,19,California,Arroyo Seco,NA,McIntyre Vineyards 2011 Kimberly Merlot (Arroyo Seco),Merlot,McIntyre Vineyards
Portugal,88,39,Douro,NA,Roger Voss,Quinta Dona Matilde 2013 Dona Matilde Reserva Red (Douro),Portuguese Red,Quinta Dona Matilde
US,84,8,California,California,NA,Oak Grove 2009 Reserve Pinot Grigio (California),Pinot Grigio,Oak Grove
Austria,93,30,Kamptal,NA,Anne Krebiehl MW,Schloss Gobelsburg 2014 Gaisberg Reserve Riesling (Kamptal),Riesling,Schloss Gobelsburg
France,92,65,Bordeaux,Saint-Émilion,Roger Voss,Château Beau-Séjour Bécot 2000  Saint-Émilion,Bordeaux-style Red Blend,Château Beau-Séjour Bécot
France,86,10,Bordeaux,Bordeaux,Roger Voss,Château de l'Aubrade 2015  Bordeaux,Bordeaux-style Red Blend,Château de l'Aubrade
US,96,70,Washington,Walla Walla Valley (WA),Paul Gregutt,Cayuse 2008 Widowmaker Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Cayuse
France,87,30,Alsace,Alsace,NA,Marc Kreydenweiss 2007 La Fontaine Aux Enfants Pinot Blanc (Alsace),Pinot Blanc,Marc Kreydenweiss
Spain,91,26,Northern Spain,Ribera del Duero,Michael Schachner,De Bardos 2006 Ars Mítica  (Ribera del Duero),Tempranillo Blend,De Bardos
Italy,93,90,Tuscany,Brunello di Montalcino,NA,Fattoria dei Barbi 2007 Vigna del Fiore  (Brunello di Montalcino),Sangiovese Grosso,Fattoria dei Barbi
US,86,30,California,Paso Robles,Matt Kettmann,Estancia 2013 Reserve Meritage (Paso Robles),Meritage,Estancia
US,87,29,Washington,Columbia Valley (WA),Sean P. Sullivan,Three Rivers 2013 Malbec-Merlot (Columbia Valley (WA)),Malbec-Merlot,Three Rivers
France,87,31,Bordeaux,Cadillac,Roger Voss,Château Suau 2005  Cadillac,Bordeaux-style White Blend,Château Suau
Chile,87,12,Casablanca Valley,NA,Michael Schachner,Peñalolen 2009 Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Peñalolen
US,88,65,California,Arroyo Grande Valley,Matt Kettmann,Tantara 2015 Talley Rincon Pinot Noir (Arroyo Grande Valley),Pinot Noir,Tantara
US,95,120,California,Spring Mountain District,NA,Barnett 2005 Rattlesnake Hill Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Barnett
Italy,87,12,Tuscany,Toscana,Kerin O’Keefe,OT 2013 Quadrato Red (Toscana),Red Blend,OT
US,92,60,California,Sonoma Coast,Virginie Boone,Landmark 2012 Spring Hill Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Landmark
Spain,87,11,Northern Spain,Rueda,Michael Schachner,Marqués de Irún 2014 Verdejo (Rueda),Verdejo,Marqués de Irún
US,89,34,Washington,Yakima Valley,Sean P. Sullivan,Cairdeas 2014 Cinsault (Yakima Valley),Cinsault,Cairdeas
US,88,15,California,Lake County,Jim Gordon,Chacewater 2013 Made With Organically Grown Grapes Sauvignon Blanc (Lake County),Sauvignon Blanc,Chacewater
Italy,87,15,Sicily & Sardinia,Terre Siciliane,Kerin O’Keefe,Duca di Salaparuta 2013 Calanica Nero d'Avola-Merlot Red (Terre Siciliane),Red Blend,Duca di Salaparuta
Italy,87,12,Northeastern Italy,Vigneti delle Dolomiti,Kerin O’Keefe,Alta Luna 2014 Pinot Grigio (Vigneti delle Dolomiti),Pinot Grigio,Alta Luna
Italy,90,23,Sicily & Sardinia,Vittoria Frappato,Kerin O’Keefe,Valle dell'Acate 2013 Il Frappato  (Vittoria Frappato),Frappato,Valle dell'Acate
France,85,15,Bordeaux,Bordeaux Supérieur,Roger Voss,Château Marac 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Marac
US,87,13,California,California,NA,Korbel 2010 Brut Made With Organically Grown Grapes Sparkling (California),Sparkling Blend,Korbel
US,88,48,Washington,Snipes Mountain,Sean P. Sullivan,Newhouse Family 2010 Vestige Red (Snipes Mountain),Red Blend,Newhouse Family
US,94,90,California,Mount Veeder,Virginie Boone,Pine & Brown 2014 Konrad Vineyard Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Pine & Brown
US,90,22,California,Sonoma Coast,Virginie Boone,Roth 2014 Chardonnay (Sonoma Coast),Chardonnay,Roth
Italy,86,17,Piedmont,Gavi,Kerin O’Keefe,Coppo 2014 La Rocca  (Gavi),Cortese,Coppo
US,89,52,Oregon,Willamette Valley,Paul Gregutt,Love & Squalor 2014 Sunny Mountain Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Love & Squalor
US,90,15,Washington,Columbia Valley (WA),Paul Gregutt,Seven Hills 2012 Riesling (Columbia Valley (WA)),Riesling,Seven Hills
France,89,NA,Bordeaux,Pauillac,Roger Voss,Château Mouton Rothschild 2010 Le Petit Mouton  (Pauillac),Bordeaux-style Red Blend,Château Mouton Rothschild
US,89,22,Washington,Horse Heaven Hills,Paul Gregutt,Syncline 2008 Roussanne (Horse Heaven Hills),Roussanne,Syncline
US,90,20,California,Central Coast,Matt Kettmann,Buttonwood 2015 Musqué Sauvignon Blanc,Sauvignon Blanc,Buttonwood
US,90,60,California,Sonoma Valley,Virginie Boone,Louis M. Martini 2013 Monte Rosso Vineyard Malbec (Sonoma Valley),Malbec,Louis M. Martini
US,87,25,California,Russian River Valley,NA,Gary Farrell 2011 Russian River Selection Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Gary Farrell
Italy,90,32,Piedmont,Barbaresco,Kerin O’Keefe,Col dei Venti 2013 Tufoblu  (Barbaresco),Nebbiolo,Col dei Venti
Chile,83,17,Leyda Valley,NA,Michael Schachner,Rios de Chile 2013 Reserva Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Rios de Chile
France,90,29,Alsace,Alsace,Roger Voss,Domaine Pfister 2011 Tradition Riesling (Alsace),Riesling,Domaine Pfister
US,90,40,New York,North Fork of Long Island,Anna Lee C. Iijima,Waters Crest 2013 Grand Vin Merlot (North Fork of Long Island),Merlot,Waters Crest
South Africa,89,20,Western Cape,NA,Lauren Buzzeo,Winery of Good Hope 2012 Reserve Pinot Noir (Western Cape),Pinot Noir,Winery of Good Hope
Italy,86,16,Veneto,Prosecco,Kerin O’Keefe,Bocelli NV Terre Gaie Extra Dry  (Prosecco),Glera,Bocelli
US,93,24,California,Amador County,Jim Gordon,Shenandoah Vineyards 2015 Rezerve Paul's Vineyard Zinfandel (Amador County),Zinfandel,Shenandoah Vineyards
Italy,91,24,Northeastern Italy,Alto Adige,Kerin O’Keefe,Terlan 2015 Pinot Grigio (Alto Adige),Pinot Grigio,Terlan
Italy,88,40,Piedmont,Barbaresco,Kerin O’Keefe,Pasquale Pelissero 2013 Bricco San Giuliano  (Barbaresco),Nebbiolo,Pasquale Pelissero
Chile,88,30,Maule Valley,NA,Michael Schachner,Bodega Volcanes de Chile 2010 Parinacota Limited Edition Red (Maule Valley),Red Blend,Bodega Volcanes de Chile
Italy,92,65,Piedmont,Barolo,Kerin O’Keefe,Paolo Scavino 2011 Bricco Ambrogio  (Barolo),Nebbiolo,Paolo Scavino
Greece,87,33,Santorini,NA,Susan Kostrzewa,Boutari 2012 Kallisti Reserve Assyrtico (Santorini),Assyrtico,Boutari
France,82,NA,Bordeaux,Bordeaux Rosé,Roger Voss,Château Pilet 2014 Les Hauts de Massonne du Château Pilet Rosé (Bordeaux Rosé),Rosé,Château Pilet
France,85,17,Alsace,Alsace,Roger Voss,Dopff & Irion 2013 Cuvée René Dopff Riesling (Alsace),Riesling,Dopff & Irion
Argentina,87,12,Mendoza Province,Tupungato,Michael Schachner,Finca Sophenia 2015 Altosur Sauvignon Blanc (Tupungato),Sauvignon Blanc,Finca Sophenia
New Zealand,87,30,Marlborough,NA,Joe Czerwinski,Villa Maria 2009 Cellar Selection Pinot Noir (Marlborough),Pinot Noir,Villa Maria
US,87,38,Oregon,Umpqua Valley,Paul Gregutt,Reustle 2008 Reserve Pinot Noir (Umpqua Valley),Pinot Noir,Reustle
France,90,28,Rhône Valley,Côtes du Rhône,Joe Czerwinski,Tardieu-Laurent 2008 Guy Louis Red (Côtes du Rhône),Rhône-style Red Blend,Tardieu-Laurent
US,86,28,California,Sierra Foothills,Virginie Boone,Martin Lane Winery 2009 Estate Cabernet Sauvignon (Sierra Foothills),Cabernet Sauvignon,Martin Lane Winery
US,83,20,Virginia,Virginia,Susan Kostrzewa,Veramar NV Rooster Red Wine Red (Virginia),Bordeaux-style Red Blend,Veramar
Australia,92,31,South Australia,Barossa,Joe Czerwinski,Yalumba 2007 Hand Picked Shiraz-Viognier (Barossa),Shiraz-Viognier,Yalumba
Chile,86,10,Casablanca Valley,NA,Michael Schachner,Concha y Toro 2001 Casillero del Diablo Chardonnay (Casablanca Valley),Chardonnay,Concha y Toro
Spain,88,112,Catalonia,Priorat,Michael Schachner,L'Arbossar 2004 Red (Priorat),Red Blend,L'Arbossar
Italy,92,40,Sicily & Sardinia,Etna,NA,Tenuta delle Terre Nere 2008 Santo Spirito  (Etna),Red Blend,Tenuta delle Terre Nere
US,87,18,California,Napa Valley,NA,Raymond 2000 Reserve Chardonnay (Napa Valley),Chardonnay,Raymond
US,90,13,Washington,Columbia Valley (WA),Sean P. Sullivan,Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Snoqualmie
Italy,89,22,Northeastern Italy,Collio,Kerin O’Keefe,Muzic 2014 White (Collio),White Blend,Muzic
US,88,20,California,Santa Ynez Valley,NA,Firestone 2008 Merlot (Santa Ynez Valley),Merlot,Firestone
Italy,88,37,Piedmont,Barbaresco,Kerin O’Keefe,Cantina del Pino 2013  Barbaresco,Nebbiolo,Cantina del Pino
US,86,28,Oregon,Willamette Valley,Paul Gregutt,Love & Squalor 2014 Sunnyside Vineyard Riesling (Willamette Valley),Riesling,Love & Squalor
France,86,20,Loire Valley,Sancerre,NA,Domaine de la Chezatte 2000  Sancerre,Sauvignon Blanc,Domaine de la Chezatte
France,87,18,Bordeaux,Bordeaux Supérieur,Roger Voss,Château Haut-La-Péreyre 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Haut-La-Péreyre
Argentina,92,50,Mendoza Province,Uco Valley,Michael Schachner,O. Fournier 2007 Alfa Crux Red (Uco Valley),Red Blend,O. Fournier
Australia,91,21,South Australia,Eden Valley,Joe Czerwinski,Hentley Farm 2015 Riesling (Eden Valley),Riesling,Hentley Farm
Italy,88,NA,Northeastern Italy,Trentino,NA,Albino Armani 2005 Foja Tonda Casetta Red (Trentino),Red Blend,Albino Armani
US,86,55,Oregon,Dundee Hills,Paul Gregutt,Torii Mor 2010 La Colina Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Torii Mor
Spain,84,15,Northern Spain,Navarra,Michael Schachner,Ochoa 2013 Estate Bottled Rosado Garnacha (Navarra),Garnacha,Ochoa
US,89,18,California,California,Jim Gordon,McManis 2015 North Forty Red (California),Red Blend,McManis
Italy,87,18,Northeastern Italy,Alto Adige,Kerin O’Keefe,Colterenzio 2013 Pinot Nero (Alto Adige),Pinot Nero,Colterenzio
Italy,88,26,Veneto,Valpolicella Classico Superiore Ripasso,NA,Brunelli 2008 Pa' Riondo  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Brunelli
France,91,90,Burgundy,Pommard,Roger Voss,Bouchard Père & Fils 2006 Les Pezerolles Premier Cru  (Pommard),Pinot Noir,Bouchard Père & Fils
US,90,39,Oregon,Chehalem Mountains,Paul Gregutt,J. Christopher 2014 Nuages Pinot Noir (Chehalem Mountains),Pinot Noir,J. Christopher
France,89,NA,Loire Valley,Saumur,Roger Voss,Bouvet-Ladubay 2008 Taille Princesse de Gérard Depardieu Rosé Brut  (Saumur),Sparkling Blend,Bouvet-Ladubay
Italy,91,60,Veneto,Amarone della Valpolicella Classico,NA,Pietro Zardini 2005 Leone Zardini  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Pietro Zardini
Austria,88,14,Kremstal,NA,Anne Krebiehl MW,Winzer Krems 2015 Grüner Veltliner (Kremstal),Grüner Veltliner,Winzer Krems
Italy,92,NA,Piedmont,Barolo,Kerin O’Keefe,Gianfranco Alessandria 2011  Barolo,Nebbiolo,Gianfranco Alessandria
US,89,20,California,Anderson Valley,Virginie Boone,Navarro 2011 Pinot Gris (Anderson Valley),Pinot Gris,Navarro
France,85,12,Southwest France,Cahors,Roger Voss,Georges Vigouroux 2011 Pigmentum Malbec (Cahors),Malbec,Georges Vigouroux
Austria,94,75,Kamptal,NA,Anne Krebiehl MW,Loimer 2014 Spiegel Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Loimer
Portugal,92,15,Tejo,NA,Roger Voss,Fiuza 2011 Premium Touriga Nacional-Cabernet Sauvignon (Tejo),Touriga Nacional-Cabernet Sauvignon,Fiuza
Spain,84,8,Levante,Valencia,Michael Schachner,Torre Oria 2011 Crianza Tempranillo-Cabernet Sauvignon (Valencia),Tempranillo-Cabernet Sauvignon,Torre Oria
Italy,87,18,Veneto,Valpolicella Classico Superiore Ripasso,Kerin O’Keefe,Bolla 2014 Le Poiane  (Valpolicella Classico Superiore Ripasso),Red Blend,Bolla
US,90,42,California,Russian River Valley,Virginie Boone,Viszlay Vineyards 2013 Estate Petite Sirah (Russian River Valley),Petite Sirah,Viszlay Vineyards
US,88,18,California,California,Virginie Boone,Open Range 2008 Red (California),Red Blend,Open Range
Italy,90,34,Piedmont,Barolo,NA,Pietro Rinaldi 2008  Barolo,Nebbiolo,Pietro Rinaldi
France,91,NA,Burgundy,Saint-Véran,Roger Voss,Château de Beauregard 2013  Saint-Véran,Chardonnay,Château de Beauregard
US,83,19,New York,New York,Anna Lee C. Iijima,Tug Hill 2012 Estate Bottled Marquette (New York),Marquette,Tug Hill
US,88,42,California,Alexander Valley,Virginie Boone,Robert Young 2012 Chardonnay (Alexander Valley),Chardonnay,Robert Young
France,86,20,Loire Valley,Vouvray,Roger Voss,Domaine Pichot 2014 Le Peu de la Moriette Demi-Sec  (Vouvray),Chenin Blanc,Domaine Pichot
Greece,84,15,Naoussa,NA,Susan Kostrzewa,Vaeni 2007 Xinomavro (Naoussa),Xinomavro,Vaeni
Chile,84,12,Casablanca Valley,NA,Michael Schachner,Vistamar 2012 Sepia Reserva Pinot Noir (Casablanca Valley),Pinot Noir,Vistamar
France,86,10,France Other,Vin de France,Roger Voss,Famille Laplace 2015 Aramis Rosé (Vin de France),Rosé,Famille Laplace
Italy,87,16,Central Italy,Romagna,Kerin O’Keefe,Celli 2015 Le Grillaie Sangiovese (Romagna),Sangiovese,Celli
US,84,35,California,Carneros,Virginie Boone,Rombauer 2010 Merlot (Carneros),Merlot,Rombauer
US,88,38,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Dumas Station 2013 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Dumas Station
US,91,35,Washington,Columbia Valley (WA),Sean P. Sullivan,Lauren Ashton Cellars 2013 Syrah (Columbia Valley (WA)),Syrah,Lauren Ashton Cellars
France,85,23,Alsace,Alsace,Roger Voss,Robert Karcher et Fils 2013 Harth Pinot Gris (Alsace),Pinot Gris,Robert Karcher et Fils
US,90,20,California,Napa Valley,NA,Merryvale 2006 Starmont Chardonnay (Napa Valley),Chardonnay,Merryvale
Spain,81,15,Catalonia,Montsant,Michael Schachner,Josep Grau Viticultor 2015 L'Efecte Volador Red (Montsant),Red Blend,Josep Grau Viticultor
Italy,88,97,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Fanti 2011 Vigna Le Macchiarelle Riserva  (Brunello di Montalcino),Sangiovese,Fanti
US,85,28,Washington,Columbia Valley (WA),Paul Gregutt,Cave B 2010 Estate Tempranillo (Columbia Valley (WA)),Tempranillo,Cave B
Germany,88,22,Mosel,NA,Anna Lee C. Iijima,Dr. Pauly Bergweiler 2012 Bernkasteler Badstube Kabinett Riesling (Mosel),Riesling,Dr. Pauly Bergweiler
US,87,16,Washington,Columbia Valley (WA),Paul Gregutt,Castillo De Feliciana 2012 Vino Verano Pinot Gris (Columbia Valley (WA)),Pinot Gris,Castillo De Feliciana
Portugal,91,NA,Port,NA,Roger Voss,J. H. Andresen NV White  (Port),Port,J. H. Andresen
Italy,92,30,Sicily & Sardinia,Sicilia,NA,Tenuta Rapitalà 2010 Grand Cru Chardonnay (Sicilia),Chardonnay,Tenuta Rapitalà
France,87,16,Languedoc-Roussillon,Sable de Camargue,Lauren Buzzeo,Vignobles Jeanjean 2014 Domaine Le Pive Gris Rosé (Sable de Camargue),Rosé,Vignobles Jeanjean
US,86,13,California,Sonoma County,NA,Murphy-Goode 2001 Fumé Blanc (Sonoma County),Fumé Blanc,Murphy-Goode
US,96,200,California,Napa Valley,NA,The Vineyard House 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,The Vineyard House
US,88,30,California,Happy Canyon of Santa Barbara,NA,Cimarone 2009 Reserve Three Creek Vineyard Syrah (Happy Canyon of Santa Barbara),Syrah,Cimarone
US,92,75,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Rasa 2015 Tilting at Windmills XL Vineyard Red (Walla Walla Valley (WA)),Rhône-style Red Blend,Rasa
France,88,50,Champagne,Champagne,Roger Voss,H. Blin NV Brut Tradition  (Champagne),Champagne Blend,H. Blin
Argentina,84,13,Mendoza Province,Mendoza,Michael Schachner,Maipe 2007 Malbec (Mendoza),Malbec,Maipe
Portugal,86,19,Port,NA,Roger Voss,Warre's NV Warrior Reserve  (Port),Port,Warre's
Italy,83,NA,Veneto,Valpolicella Classico,NA,Giuseppe Lonardi 2009  Valpolicella Classico,"Corvina, Rondinella, Molinara",Giuseppe Lonardi
US,87,25,California,Knights Valley,NA,Beringer 1998 Cabernet Sauvignon (Knights Valley),Cabernet Sauvignon,Beringer
Germany,89,16,Mosel,NA,Anna Lee C. Iijima,Bollig-Lehnert 2015 Trittenheimer Apotheke Spätlese Riesling (Mosel),Riesling,Bollig-Lehnert
Portugal,86,11,Bairrada,NA,Roger Voss,Campolargo 2010 Entre II Santos White (Bairrada),Portuguese White,Campolargo
US,91,45,California,Paso Robles,Matt Kettmann,Treana 2013 Red Cabernet Sauvignon-Syrah (Paso Robles),Cabernet Sauvignon-Syrah,Treana
France,84,32,Alsace,Alsace,Roger Voss,Domaine Rieflé-Landmann 2012 Rieflé Bihl Riesling (Alsace),Riesling,Domaine Rieflé-Landmann
Argentina,88,20,Other,Patagonia,Michael Schachner,Schroeder Estate 2012 Malbec (Patagonia),Malbec,Schroeder Estate
Italy,87,12,Central Italy,Umbria,Kerin O’Keefe,Falesco 2012 Vitiano Red (Umbria),Red Blend,Falesco
Italy,84,13,Southern Italy,Taburno,NA,Ocone 2008 Greco (Taburno),Greco,Ocone
US,90,100,California,Napa Valley,Virginie Boone,Ziata 2012 Mia Madre Red (Napa Valley),Red Blend,Ziata
Italy,89,15,Central Italy,Romagna,Kerin O’Keefe,Trerè 2015 Arlùs Albana (Romagna),Albana,Trerè
US,86,45,California,Sonoma Valley,NA,Rosenblum 2005 Maggie's Reserve Zinfandel (Sonoma Valley),Zinfandel,Rosenblum
Spain,85,12,Northern Spain,Rioja,Michael Schachner,Ramón Bilbao 2013 Crianza  (Rioja),Tempranillo,Ramón Bilbao
Chile,84,16,Bío Bío Valley,NA,Michael Schachner,Agustinos 2014 Reserva Malbec (Bío Bío Valley),Malbec,Agustinos
Chile,85,11,Casablanca Valley,NA,Michael Schachner,Morandé 2009 Reserva Pinot Noir (Casablanca Valley),Pinot Noir,Morandé
US,92,68,California,Napa Valley,NA,Caymus 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Caymus
Argentina,87,18,Mendoza Province,Tupungato,Michael Schachner,Domaine Jean Bousquet 2012 Reserve Merlot (Tupungato),Merlot,Domaine Jean Bousquet
Greece,88,22,Cephalonia,NA,Susan Kostrzewa,Gentilini 2010 Robola (Cephalonia),Robola,Gentilini
France,85,20,Rhône Valley,Ventoux,Joe Czerwinski,Domaine de Fondrèche 2014 Red (Ventoux),Rhône-style Red Blend,Domaine de Fondrèche
US,92,65,California,Paso Robles,Matt Kettmann,Midnight 2009 Zenith Estate Cuvée Red (Paso Robles),Bordeaux-style Red Blend,Midnight
Austria,93,41,Kamptal,NA,Anne Krebiehl MW,Bründlmayer 2013 Lamm Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Bründlmayer
Portugal,84,8,Vinho Verde,NA,Roger Voss,Aveleda 2009 Casal Garcia Rosé (Vinho Verde),Rosé,Aveleda
Italy,91,75,Tuscany,Toscana,NA,Castellare di Castellina 2007 Poggio ai Merli Merlot (Toscana),Merlot,Castellare di Castellina
US,92,75,Oregon,Dundee Hills,Paul Gregutt,Domaine Serene 2014 Côte Sud Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Domaine Serene
US,95,150,California,Napa Valley,Virginie Boone,Macauley 2013 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Macauley
US,92,65,California,Sonoma Coast,NA,Flowers 2010 Camp Meeting Ridge Estate Vineyard Chardonnay (Sonoma Coast),Chardonnay,Flowers
US,90,23,California,Lake County,Jim Gordon,Shannon Ridge 2012 High Elevation Petite Sirah (Lake County),Petite Sirah,Shannon Ridge
US,84,35,California,El Dorado,NA,Perry Creek 2006 Cobra Zinfandel (El Dorado),Zinfandel,Perry Creek
Austria,94,50,Kamptal,NA,Anne Krebiehl MW,Hiedler 2014 Heiligenstein Reserve Riesling (Kamptal),Riesling,Hiedler
Portugal,88,8,Douro,NA,Roger Voss,Aveleda 2005 Charamba Red (Douro),Portuguese Red,Aveleda
US,91,20,California,El Dorado,Jim Gordon,Perry Creek 2012 Altitude 2401 Peek Vineyard Chardonnay (El Dorado),Chardonnay,Perry Creek
Italy,89,45,Piedmont,Barolo,Kerin O’Keefe,Tenuta Duecorti 2010  Barolo,Nebbiolo,Tenuta Duecorti
US,82,14,California,California,NA,Four Vines 2005 Old Vine Cuvée Zinfandel (California),Zinfandel,Four Vines
Italy,85,24,Piedmont,Langhe,Kerin O’Keefe,Prinsi 2011 Sandrina Nebbiolo (Langhe),Nebbiolo,Prinsi
US,89,11,Washington,Columbia Valley (WA),Paul Gregutt,Waterbrook 2009 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Waterbrook
Italy,92,34,Tuscany,Vino Nobile di Montepulciano,Kerin O’Keefe,Poggio alla Sala 2013  Vino Nobile di Montepulciano,Red Blend,Poggio alla Sala
Australia,92,33,Western Australia,Margaret River,Joe Czerwinski,Snake and Herring 2014 Karridale Corduroy Chardonnay (Margaret River),Chardonnay,Snake and Herring
Italy,90,NA,Piedmont,Barolo,NA,Beni di Batasiolo 2004 Vigneto Cerequio  (Barolo),Nebbiolo,Beni di Batasiolo
US,90,20,California,Mendocino County,Virginie Boone,Apriori 2013 Chardonnay (Mendocino County),Chardonnay,Apriori
US,91,80,California,Napa Valley,NA,Jarvis 2007 Petite Verdot (Napa Valley),Petite Verdot,Jarvis
Austria,93,29,Eisenberg,NA,Anne Krebiehl MW,Jalits 2013 Szapary Reserve Blaufränkisch (Eisenberg),Blaufränkisch,Jalits
US,88,27,California,Russian River Valley,Virginie Boone,Zoetic Wines 2014 Complesso Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Zoetic Wines
US,89,24,Virginia,Monticello,Alexander Peartree,Trump 2009 Blanc de Blanc Brut Sparkling (Monticello),Sparkling Blend,Trump
US,88,26,New York,Finger Lakes,Anna Lee C. Iijima,Inspire Moore 2012 Lust Pinot Noir (Finger Lakes),Pinot Noir,Inspire Moore
France,90,13,Southwest France,Madiran,Roger Voss,Domaine du Moulié 2011 Red (Madiran),Red Blend,Domaine du Moulié
Chile,88,22,Casablanca Valley,NA,Michael Schachner,Undurraga 2008 T.H. Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Undurraga
France,85,NA,Burgundy,Chablis,Roger Voss,Albert Bichot 2008 Domaine Long-Depaquit  (Chablis),Chardonnay,Albert Bichot
US,92,50,California,Santa Ynez Valley,NA,Babcock 2007 Nucleus Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Babcock
Portugal,84,10,Douro,NA,Roger Voss,Casca Wines 2015 Cascas Winemaker Selection Rosé (Douro),Rosé,Casca Wines
US,88,32,California,Calaveras County,Virginie Boone,Broll Mountain Vineyards 2007 Petite Sirah (Calaveras County),Petite Sirah,Broll Mountain Vineyards
South Africa,85,10,Western Cape,NA,Lauren Buzzeo,Fleur Du Cap 2010 Bergkelder Selection Sauvignon Blanc (Western Cape),Sauvignon Blanc,Fleur Du Cap
US,88,24,California,Calaveras County,Virginie Boone,Twisted Oak 2010 Ruben's Blend White (Calaveras County),Rhône-style White Blend,Twisted Oak
France,87,NA,Bordeaux,Listrac-Médoc,Roger Voss,Grands Terroirs de France 2010  Listrac-Médoc,Bordeaux-style Red Blend,Grands Terroirs de France
France,89,29,Bordeaux,Haut-Médoc,Roger Voss,Château Lestage Simon 2011  Haut-Médoc,Bordeaux-style Red Blend,Château Lestage Simon
US,89,25,California,Monterey County,Matt Kettmann,Bernardus 2013 Chardonnay (Monterey County),Chardonnay,Bernardus
Portugal,90,50,Tejo,NA,Roger Voss,Quinta Vale do Armo 2011 Vale do Armo Reserva Red (Tejo),Portuguese Red,Quinta Vale do Armo
US,90,40,Oregon,Walla Walla Valley (OR),Paul Gregutt,Tyrus Evan 2005 Syrah (Walla Walla Valley (OR)),Syrah,Tyrus Evan
South Africa,85,10,Western Cape,NA,Lauren Buzzeo,Indaba 2010 Chardonnay (Western Cape),Chardonnay,Indaba
Argentina,81,11,Mendoza Province,Mendoza,Michael Schachner,Zuccardi 2012 Vida Orgánica Made with Organic Grapes Chardonnay (Mendoza),Chardonnay,Zuccardi
